"","location_code","location_name","Location_Category_Description","primary_address_line_1","State_code","LONGITUDE","LATITUDE","NTA_Name","Principal_phone_number","fax_number","community_school_sup_name"
"1090","M580","Richard R. Green High School of Teaching","High school","7 BEAVER STREET","NY","-74.013303","40.705688","Battery Park City-Lower Manhattan","646-826-8174","646-826-8175","NULL"
"1091","M586","Harvey Milk High School","High school","2-10 ASTOR PLACE","NY","-73.992343","40.729661","West Village","212-477-1555","212-674-8650","NULL"
"1092","M600","The High School of Fashion Industries","High school","225 WEST  24 STREET","NY","-73.996354","40.745677","Hudson Yards-Chelsea-Flatiron-Union Square","212-255-1235","212-255-4756","NULL"
"1093","M605","Humanities Preparatory Academy","High school","351 WEST  18 STREET","NY","-74.00254","40.743407","Hudson Yards-Chelsea-Flatiron-Union Square","212-929-4433","212-929-4445","NULL"
"1094","M610","Young Women's Leadership School","Secondary School","105 EAST 106TH STREET","NY","-73.947171","40.792932","East Harlem South","212-289-7593","212-289-7728","NULL"
"1095","M615","Chelsea Career and Technical Education High School","High school","131 AVENUE OF THE AMERICAS","NY","-74.005058","40.72463","SoHo-TriBeCa-Civic Center-Little Italy","212-925-1080","212-941-7934","NULL"
"1096","M620","Norman Thomas High School","High school","111 EAST  33RD STREET","NY","-73.98107","40.74651","Murray Hill-Kips Bay","212-576-0500","212-545-9648","NULL"
"1097","M625","High School of Graphic Communication Arts","High school","439 WEST 49TH STREET","NY","-73.990318","40.763655","Clinton","212-245-5925","212-265-1552","NULL"
"1098","M630","Art and Design High School","High school","231-249 EAST 56 STREET","NY","-73.967204","40.759248","Turtle Bay-East Midtown","212-752-4340","212-752-4945","NULL"
"1099","M635","Academy of Environmental Science Secondary High Sc","Secondary School","410 EAST 100 STREET","NY","-73.942154","40.785107","East Harlem South","212-860-5854","212-860-6008","NULL"
"1100","M650","Cascades High School","High school","198 FORSYTH STREET","NY","-73.990468","40.722415","Chinatown","646-654-1261","646-654-1742","NULL"
"1101","M655","Life Sciences Secondary School","Secondary School","320 EAST  96 STREET","NY","-73.945933","40.783286","Yorkville","212-348-1694","212-348-4293","NULL"
"1102","M670","Thurgood Marshall Academy for Learning and Social","Secondary School","200-214 WEST 135TH STREET","NY","-73.944299","40.815237","Central Harlem North-Polo Grounds","212-283-8055","212-283-8109","RUX, DANIKA"
"1103","M680","Heritage School, The","High school","1680 LEXINGTON AVENUE","NY","-73.946879","40.791966","East Harlem South","212-828-2858","212-828-2861","NULL"
"1104","M685","Bread & Roses Integrated Arts High School","High school","6 EDGECOMBE AVENUE","NY","-73.947151","40.817228","Central Harlem North-Polo Grounds","212-694-6001","212-926-4317","NULL"
"1105","M690","School for the Physical City High School","High school","34 WEST  14 STREET","NY","-73.995731","40.736416","West Village","212-675-7911","212-675-7946","NULL"
"1106","M692","High School for Mathematics, Science and Engineeri","High school","240 CONVENT AVE","NY","-73.950354","40.820208","Manhattanville","212-281-6490","212-281-6918","NULL"
"1107","M695","Urban Peace Academy","High school","2351 1ST AVENUE","NY","-73.93374","40.799265","East Harlem North","212-987-1906","212-987-1915","NULL"
"1108","M696","Bard High School Early College","High school","525 EAST HOUSTON STREET","NY","-73.976093","40.718276","Lower East Side","212-995-8479","212-777-4702","NULL"
"1109","M701","J A Reisenbach Charter School","Collaborative or Multi-graded","257 WEST 117 STREET","NY","-73.9538","40.8047","Central Harlem South","212-666-3941","NULL","NULL"
"1110","M702","Sisulu-Walker Charter School of Harlem","Elementary","125 WEST 115 STREET","NY","-73.951357","40.802096","Central Harlem South","212-663-8216","212-866-5793","NULL"
"1111","M704","Harbor Science and Arts Charter School","K-8","132 EAST 111 STREET","NY","-73.944449","40.795404","East Harlem South","212-427-2244","212-360-7429","NULL"
"1112","M705","Amber Charter School","Elementary","220 EAST 106 STREET","NY","-73.943904","40.790932","East Harlem South","212-534-9667","212-534-6225","NULL"
"1113","M707","John V. Lindsay Wildcat Academy Charter School","High school","17 BATTERY PLACE","NY","-74.015837","40.705605","Battery Park City-Lower Manhattan","212-209-6006","212-635-3874","NULL"
"1114","M708","Harlem Prep Charter School","K-12 all grades","240 EAST 123 STREET","NY","-73.935335","40.801547","East Harlem North","212-876-9953","212-876-9926","NULL"
"1115","M709","Harlem Village Academy West Charter School","K-12 all grades","244 WEST 144 STREET","NY","-73.941111","40.821208","Central Harlem North-Polo Grounds","646-812-9300","646-548-9576","NULL"
"1116","M721","P.S. M721 - Manhattan Occupational Training Center","Secondary School","250 WEST HOUSTON STREET","NY","-74.006155","40.729052","West Village","212-675-7926","212-255-3227","LOUISSAINT, KETLER"
"1117","M721","P.S. M721 - Manhattan Occupational Training Center","Secondary School","250 WEST HOUSTON STREET","NY","-74.006155","40.729052","West Village","212-675-7926","212-255-3227","LOUISSAINT, KETLER"
"1118","M723","Manhattan Transition Center","Ungraded","135 CONVENT ROAD","NY","0","0","","845-623-9085","845-627-2916","NULL"
"1119","M726","KIPP STAR College Prep Charter School","K-12 all grades","433 WEST 123 STREET","NY","-73.955722","40.810793","Morningside Heights","212-991-2650","212-666-4723","NULL"
"1120","M726","KIPP STAR College Prep Charter School","K-12 all grades","433 WEST 123 STREET","NY","-73.955722","40.810793","Morningside Heights","212-991-2650","212-666-4723","NULL"
"1121","M751","Manhattan School for Career Development","High school","113 EAST  4TH STREET","NY","-73.987791","40.725892","East Village","212-477-2090","212-228-7095","LOUISSAINT, KETLER"
"1122","M811","P.S. M811 - Mickey Mantle School","K-8","466 WEST END AVENUE","NY","-73.979217","40.78633","Upper West Side","212-579-3788","212-579-3879","LOUISSAINT, KETLER"
"1123","M825","Isaac Newton Middle School for Math & Science","Junior High-Intermediate-Middle","260 PLEASANT AVENUE","NY","-73.932868","40.794184","East Harlem North","212-860-6006","212-987-4197","ESTRELLA, ALEXANDRA"
"1124","M839","Tompkins Square Middle School","Junior High-Intermediate-Middle","600 EAST  6 STREET","NY","-73.981597","40.72313","Lower East Side","212-995-1430","212-979-1341","CHAN, CARRY"
"1125","M859","Special Music School","K-12 all grades","129 WEST  67 STREET","NY","-73.982976","40.775256","Lincoln Square","212-501-3318","212-501-3339","LOUGHLIN, CHRISTINE"
"1126","M860","Frederick Douglass Academy II Secondary School","Secondary School","215 WEST 114 STREET","NY","-73.954152","40.80261","Central Harlem South","212-865-9260","212-865-9281","NULL"
"1127","M861","Future Leaders Institute Charter School","K-8","134 WEST 122 STREET","NY","-73.948385","40.806055","Central Harlem South","212-678-2868","212-666-2749","NULL"
"1128","M862","Mott Hall II","Junior High-Intermediate-Middle","234 WEST 109 STREET","NY","-73.965949","40.802653","Morningside Heights","212-678-2960","212-222-0560","LOUGHLIN, CHRISTINE"
"1129","M896","Lower Manhattan Community Middle School","Junior High-Intermediate-Middle","26 BROADWAY","NY","-74.013303","40.705688","Battery Park City-Lower Manhattan","646-826-8100","646-826-8101","CHUMNEY, DONALDA"
"1130","M896","Lower Manhattan Community Middle School","Junior High-Intermediate-Middle","26 BROADWAY","NY","-74.013303","40.705688","Battery Park City-Lower Manhattan","646-826-8100","646-826-8101","CHUMNEY, DONALDA"
"1131","M933","City Knoll Middle School","Junior High-Intermediate-Middle","440 WEST  53 STREET","NY","-73.989776","40.76588","Clinton","212-695-9115","212-695-9615","CHUMNEY, DONALDA"
"1132","M964","Central Park East II","K-8","433 EAST 100 STREET","NY","-73.940919","40.785559","East Harlem South","212-860-5992","212-410-6041","ESTRELLA, ALEXANDRA"
"1133","Q002","P.S. 002 Alfred Zimberg","Elementary","75-10 21 AVENUE","NY","-73.894108","40.769798","Steinway","718-728-1459","718-274-4332","COMPOSTO, PHILIP"
"1134","Q004","P.S. Q004","K-8","196-25 PECK AVENUE","NY","-73.778118","40.7417","Fresh Meadows-Utopia","718-264-0916","718-264-1205","LOUISSAINT, KETLER"
"1135","Q005","I.S. 5 - The Walter Crowley Intermediate School","Junior High-Intermediate-Middle","50-40 JACOBUS STREET","NY","-73.888133","40.737405","Elmhurst-Maspeth","718-205-6788","718-429-6518","CHAN, MADELENE"
"1136","Q007","P.S. 007 Louis F. Simeone","Elementary","80-55 CORNISH AVENUE","NY","-73.882446","40.739644","Elmhurst-Maspeth","718-446-2726","718-397-7916","CHAN, MADELENE"
"1137","Q008","J.H.S. 008 Richard S. Grossley","Junior High-Intermediate-Middle","108-35 167 STREET","NY","-73.786403","40.69691","South Jamaica","718-739-6883","718-526-2727","SARDUY, MABEL"
"1138","Q009","P.S. 009","K-8","58-74 57 STREET","NY","-73.912458","40.718234","Maspeth","718-456-7105","718-456-5977","LOUISSAINT, KETLER"
"1139","Q010","I.S. 010 Horace Greeley","Junior High-Intermediate-Middle","45-11 31ST AVE","NY","-73.911962","40.760122","Astoria","718-278-7054","718-274-1578","COMPOSTO, PHILIP"
"1140","Q011","P.S. 011 Kathryn Phelan","Elementary","54-25 SKILLMAN AVENUE","NY","-73.909032","40.746127","Woodside","718-779-2090","718-458-6362","COMPOSTO, PHILIP"
"1141","Q012","P.S. 012 James B. Colgate","Elementary","42-00 72 STREET","NY","-73.893466","40.742284","Elmhurst-Maspeth","718-424-5905","718-424-0207","CHAN, MADELENE"
"1142","Q013","P.S. 013 Clement C. Moore","Elementary","55-01 94 STREET","NY","-73.867662","40.737441","Elmhurst","718-271-1021","718-699-3008","CHAN, MADELENE"
"1143","Q014","P.S. 014 Fairview","Elementary","107-01 OTIS AVENUE","NY","-73.85457","40.74102","Corona","718-699-6071","718-699-3224","CHAN, MADELENE"
"1144","Q015","P.S. 015 Jackie Robinson","Elementary","121-15 LUCAS STREET","NY","-73.756546","40.68605","St. Albans","718-525-1670","718-723-7613","MITCHELL, BEVERLY"
"1145","Q016","P.S. Q016 The Nancy DeBenedittis School","Elementary","41-15 104 STREET","NY","-73.860547","40.748996","North Corona","718-505-0140","718-505-0141","CHAN, MADELENE"
"1146","Q017","P.S. 017 Henry David Thoreau","Elementary","28-37 29 STREET","NY","-73.922544","40.768034","Old Astoria","718-278-1220","718-278-8257","COMPOSTO, PHILIP"
"1147","Q018","P.S. 018 Winchester","Elementary","86-35 235 COURT","NY","-73.73229","40.731853","Bellerose","718-464-4167","718-464-4273","GIUNTA, DANIELLE"
"1148","Q019","P.S. 019 Marino Jeantet","Elementary","98-02 ROOSEVELT AVENUE","NY","-73.866557","40.7486","North Corona","718-424-5859","718-424-7953","CHAN, MADELENE"
"1149","Q020","P.S. 020 John Bowne","Elementary","142-30 BARCLAY AVENUE","NY","-73.824388","40.758347","Flushing","718-359-0321","718-358-0762","DIMANGO, DANIELLE"
"1150","Q021","P.S. 021 Edward Hart","Elementary","147-36 26 AVENUE","NY","-73.818581","40.774134","Murray Hill","718-445-8833","718-358-0891","DIMANGO, DANIELLE"
"1151","Q022","P.S. 022 Thomas Jefferson","Elementary","153-33 SANFORD AVENUE","NY","-73.811373","40.761744","Murray Hill","718-762-4141","718-358-1260","DIMANGO, DANIELLE"
"1152","Q023","P.S. Q023 @ Queens Children Center","K-12 all grades","74-03 COMMONWEALTH BOULEVARD","NY","-73.723644","40.747914","Bellerose","718-264-4880","718-264-4836","LOUISSAINT, KETLER"
"1153","Q024","P.S. 024 Andrew Jackson","Elementary","45-57 UNION STREET","NY","-73.8181","40.751972","East Flushing","718-359-2288","718-460-3251","DIMANGO, DANIELLE"
"1154","Q024","P.S. 024 Andrew Jackson","Elementary","45-57 UNION STREET","NY","-73.8181","40.751972","East Flushing","718-359-2288","718-460-3251","DIMANGO, DANIELLE"
"1155","Q025","I.S. 025 Adrien Block","Junior High-Intermediate-Middle","34-65 192 STREET","NY","-73.789365","40.764884","Auburndale","718-961-3480","718-358-1563","DIMANGO, DANIELLE"
"1156","Q026","P.S. 026 Rufus King","Elementary","195-02 69 AVENUE","NY","-73.777607","40.735935","Fresh Meadows-Utopia","718-464-4505","718-464-4644","GIUNTA, DANIELLE"
"1157","Q028","P.S. 28 - The Thomas Emanuel Early Childhood Cente","Early Childhood","109-10 47 AVENUE","NY","-73.854268","40.747017","Corona","718-271-4971","718-271-2576","CHAN, MADELENE"
"1158","Q029","P.S. 029 Queens","Elementary","125-10 23 AVENUE","NY","-73.842967","40.778029","College Point","718-886-5111","718-461-6812","DIMANGO, DANIELLE"
"1159","Q030","P.S. 030 Queens","Elementary","126-10 BEDELL STREET","NY","-73.774668","40.679843","Springfield Gardens North","718-276-8785","718-949-0029","FFOLKES-BRYANT, BEVERLY"
"1160","Q031","P.S. 031 Bayside","Elementary","211-45 46 ROAD","NY","-73.768994","40.757701","Bayside-Bayside Hills","718-423-8289","718-746-3619","GIUNTA, DANIELLE"
"1161","Q032","P.S. 032 State Street","Elementary","171-11 35 AVENUE","NY","-73.794323","40.765459","Murray Hill","718-463-3747","718-358-1622","DIMANGO, DANIELLE"
"1162","Q033","P.S. 033 Edward M. Funk","Elementary","91-37 222 STREET","NY","-73.734102","40.727172","Queens Village","718-465-6283","718-464-7588","MITCHELL, BEVERLY"
"1163","Q034","P.S. 034 John Harvard","Elementary","104-12 SPRINGFIELD BOULEVARD","NY","-73.737702","40.710986","Queens Village","718-465-6818","718-464-9073","MITCHELL, BEVERLY"
"1164","Q035","P.S. 035 Nathaniel Woodhull","Elementary","191-02 90 AVENUE","NY","-73.768894","40.713438","Hollis","718-465-6820","718-217-4314","MITCHELL, BEVERLY"
"1165","Q036","P.S. 036 Saint Albans School","Elementary","187-01 FOCH BOULEVARD","NY","-73.764081","40.691306","St. Albans","718-528-1862","718-723-6928","MITCHELL, BEVERLY"
"1166","Q037","Cynthia Jenkins School","Elementary","179-37 137 AVENUE","NY","-73.758778","40.676201","St. Albans","718-528-5399","718-949-0887","MITCHELL, BEVERLY"
"1167","Q038","P.S. 038 Rosedale","Elementary","135-21 241 STREET","NY","-73.733774","40.67115","Rosedale","718-528-2276","718-712-1598","MITCHELL, BEVERLY"
"1168","Q040","P.S. 040 Samuel Huntington","Elementary","109-20 UNION HALL STREET","NY","-73.790975","40.693559","South Jamaica","718-526-1906","718-526-1209","SARDUY, MABEL"
"1169","Q041","P.S. 041 Crocheron","Elementary","214-43 35 AVENUE","NY","-73.771225","40.770155","Bayside-Bayside Hills","718-423-8333","718-423-8362","GIUNTA, DANIELLE"
"1170","Q042","P.S./M.S 042 R. Vernam","K-8","488 BEACH  66 STREET","NY","-73.794804","40.594358","Hammels-Arverne-Edgemere","718-634-7914","718-474-7591","AMBERT, JENNIFER"
"1171","Q043","P.S. 043","K-8","160 BEACH  29 STREET","NY","-73.761086","40.59348","Far Rockaway-Bayswater","718-327-5860","718-327-6925","AMBERT, JENNIFER"
"1172","Q045","P.S. 045 Clarence Witherspoon","Elementary","126-28 150 STREET","NY","-73.788866","40.671871","Baisley Park","718-480-2500","718-480-2505","AMBERT, JENNIFER"
"1173","Q046","P.S. 046 Alley Pond","Elementary","64-45 218 STREET","NY","-73.758042","40.745744","Oakland Gardens","718-423-8395","718-423-8472","GIUNTA, DANIELLE"
"1174","Q047","P.S. 047 Chris Galas","K-8","9 POWER ROAD","NY","-73.821089","40.606476","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","718-634-7167","718-945-5394","AMBERT, JENNIFER"
